-100	20.763591766357422
-99	9.886043548583984
-98	14.017642974853516
-97	3.9626073837280273
-96	13.025066375732422
-95	18.007570266723633
-94	7.318043231964111
-93	11.087625503540039
-92	11.165130615234375
-91	11.759934425354004
-90	25.595073699951172
-89	8.300171852111816
-88	-0.07985812425613403
-87	15.523098945617676
-86	22.617494583129883
-85	0.5725548267364502
-84	4.275103569030762
-83	28.257631301879883
-82	21.382577896118164
-81	4.937256813049316
-80	15.665106773376465
-79	16.35118293762207
-78	19.476436614990234
-77	12.168129920959473
-76	32.60266876220703
-75	-14.940040588378906
-74	8.892915725708008
-73	24.67059898376465
-72	28.262731552124023
-71	10.805071830749512
-70	9.425189971923828
-69	26.852510452270508
-68	25.36765480041504
-67	35.564388275146484
-66	8.90759563446045
-65	15.137147903442383
-64	22.689977645874023
-63	11.090173721313477
-62	33.88502883911133
-61	27.370153427124023
-60	36.50202941894531
-59	21.432565689086914
-58	35.122196197509766
-57	33.84763717651367
-56	19.990123748779297
-55	41.94756317138672
-54	30.52261734008789
-53	23.588924407958984
-52	47.07015609741211
-51	49.01007080078125
-50	43.414817810058594
-49	55.53253936767578
-48	35.57975387573242
-47	55.862483978271484
-46	48.30261993408203
-45	67.94664001464844
-44	66.86026000976562
-43	78.45767974853516
-42	64.08418273925781
-41	83.02503967285156
-40	78.02876281738281
-39	94.88255310058594
-38	90.42012023925781
-37	73.01261901855469
-36	101.34765625
-35	124.63626861572266
-34	144.85757446289062
-33	118.5802001953125
-32	158.41192626953125
-31	152.8225860595703
-30	176.34689331054688
-29	204.19093322753906
-28	214.8951873779297
-27	208.5368194580078
-26	261.21002197265625
-25	301.569091796875
-24	325.6126708984375
-23	300.1457824707031
-22	417.55755615234375
-21	433.5025634765625
-20	487.4554748535156
-19	486.6875915527344
-18	629.68115234375
-17	679.094970703125
-16	707.1051635742188
-15	891.8950805664062
-14	962.652587890625
-13	1088.4150390625
-12	1242.882568359375
-11	1366.3660888671875
-10	1612.9901123046875
-9	1714.82763671875
-8	1894.9088134765625
-7	2085.66796875
-6	2300.849365234375
-5	2476.092529296875
-4	2725.14990234375
-3	2782.635986328125
-2	2856.911865234375
-1	3109.398193359375
0	3185.540771484375
1	3189.1376953125
2	3340.610107421875
3	3214.582763671875
4	3035.987548828125
5	2875.3798828125
6	2725.574951171875
7	2600.437744140625
8	2223.25
9	2005.5989990234375
10	1760.0975341796875
11	1520.8375244140625
12	1297.217529296875
13	1223.840087890625
14	1057.41015625
15	936.2957153320312
16	802.68603515625
17	706.2600708007812
18	653.9736328125
19	555.6126098632812
20	501.0275573730469
21	437.6787109375
22	375.12969970703125
23	379.98016357421875
24	331.7699890136719
25	291.2225646972656
26	288.44232177734375
27	201.080078125
28	224.85511779785156
29	196.4169921875
30	183.86900329589844
31	191.83253479003906
32	143.59573364257812
33	155.45477294921875
34	138.07009887695312
35	144.74269104003906
36	98.41893005371094
37	93.68502807617188
38	90.3326187133789
39	89.609375
40	71.46366882324219
41	82.10762023925781
42	49.632591247558594
43	56.60517120361328
44	43.865081787109375
45	62.00019454956055
46	55.022544860839844
47	35.620018005371094
48	42.755035400390625
49	41.66753005981445
50	23.446353912353516
51	52.150184631347656
52	46.39289474487305
53	46.80924606323242
54	37.9974479675293
55	24.245037078857422
56	24.621511459350586
57	20.130163192749023
58	26.720867156982422
59	38.924442291259766
60	34.28306198120117
61	14.71688175201416
62	14.81618595123291
63	52.78255081176758
64	27.230091094970703
65	11.248353004455566
66	28.48342514038086
67	32.4794921875
68	24.605022430419922
69	20.43263816833496
70	16.89012336730957
71	24.852394104003906
72	34.062557220458984
73	11.387624740600586
74	19.60309410095215
75	30.097599029541016
76	19.490922927856445
77	26.268003463745117
78	8.880126953125
79	20.262680053710938
80	33.59507369995117
81	10.927565574645996
82	19.83277702331543
83	22.837661743164062
84	31.37694549560547
85	13.240117073059082
86	18.767505645751953
87	-1.3724093437194824
88	27.807571411132812
89	0.07757842540740967
90	22.992525100708008
91	9.329122543334961
92	8.127591133117676
93	-0.04234284162521362
94	12.996186256408691
95	19.721084594726562
96	1.785125732421875
97	2.896554708480835
98	9.860058784484863
99	2.712545156478882
100	15.634855270385742
